id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url
422,A3,3800000,3800000,190457,2024-11-05,"Casa minimalista en venta en el Fraccionamiento Residencial Valle del Sol II, en la ciudad de Pachuca, Hidalgo.",129,232,29457.36434108527,16379.310344827589,2023-12-28,185,6,2024-07-03,Casa,Venta,1,3,2,0,2.0,No,fraccionamiento,valle del sol,pachuca de soto,hidalgo,valle del sol,42082.0,"Fraccionamiento Valle del Sol, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-f1e3fcebcad8-a586-5354f9d9-a657-1237
423,A3,3800000,3800000,190457,2024-11-05,"Hermosa casa residencial en Pachuca, Gema, zona sur Lt6 mz8",141,260,26950.35460992908,14615.384615384615,2024-06-02,31,1,2024-07-03,Casa,Venta,1,4,1,0,1.0,No,fraccionamiento,valle del sol,pachuca de soto,hidalgo,valle del sol,42082.0,"Fraccionamiento Valle del Sol, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-71bfcffd859a-c882-7e266d0-8871-42a8
424,A3,3800000,3800000,190457,2024-11-05,Casa Residencial en Venta bien ubicada en Pachuca,144,272,26388.88888888889,13970.588235294115,2023-04-25,433,14,2024-07-03,Casa,Venta,1,3,5,0,5.0,No,,santa gertrudis,pachuca de soto,hidalgo,santa gertrudis,42111.0,"Santa Gertrudis, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-4be954706d80-be2a-5fc70766-afed-37be
425,A3,3800000,3800000,190457,2024-11-05,"CASA EN VENTA EN RESIDENCIAL ALTARA ROOF GARDEN, 4 RECAMARAS EN PACHUCA",144,255,26388.88888888889,14901.960784313726,2023-04-24,434,14,2024-07-03,Casa,Venta,0,4,5,0,5.0,No,frac,c arboledas san javier 2da secc,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Fracc Arboledas San Javier 2da Secc, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-ea31236b891-398d-d3e80480-97c0-397d
426,A3,3800000,3800000,190457,2024-11-05,BELLISIMA RESIDENCIA EN PACHUCA,144,238,26388.88888888889,15966.38655462185,2023-09-19,284,9,2024-07-03,Casa,Venta,1,4,2,0,2.0,No,,san pedro nopancalco,pachuca de soto,hidalgo,san pedro nopancalco,42084.0,"San Pedro Nopancalco, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-580bfb45a132-b7ee-230aad35-a7fa-4f9a
427,A3,3800000,3800000,190457,2024-11-05,HERMOSA RESIDENCIA EN PACHUCA,144,238,26388.88888888889,15966.38655462185,2023-11-10,233,7,2024-07-03,Casa,Venta,1,4,2,0,2.0,No,,san pedro nopancalco,pachuca de soto,hidalgo,san pedro nopancalco,42084.0,"San Pedro Nopancalco, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-9d5ac9ea96dd-98b1-e47c070d-9308-4719
428,A3,3800000,3800000,190457,2024-11-05,CASA EN VENTA EN PACHUCA A 10 MIN DE ZONA PLATEADA RESIDENCIAL,144,160,26388.88888888889,23750.0,2023-04-25,433,14,2024-07-03,Casa,Venta,1,4,1,0,1.0,No,frac,c privadas de la herradura,pachuca de soto,hidalgo,privadas de la herradura,42082.0,"Fracc Privadas de la Herradura, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-151a9ae4209b-d021-a917db4a-bf8d-3d7a
429,A3,3800000,3800000,190457,2024-11-05,"Venta de casa hermosa nueva Fracc. Explanada sur, Pachuca",160,160,23750.0,23750.0,2023-10-31,243,8,2024-07-03,Casa,Venta,1,3,2,0,2.0,No,,ampliacion san antonio,pachuca de soto,hidalgo,ampliacion san antonio,42083.0,"Ampliación San Antonio, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2c86ed06464b-ec11-b86459d4-81ba-3ede
430,A3,3800000,3800000,190457,2024-11-05,Casa Nueva Residencial en venta en Pachuca sobre Avenida Principal,162,280,23456.79012345679,13571.42857142857,2023-04-25,433,14,2024-07-03,Casa,Venta,1,3,3,0,3.0,No,,pachuca de soto,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-b47b71cad294-3190-daefd379-b2f4-344f
431,A3,3800000,3800000,190457,2024-11-05,Casa - Fraccionamiento Real del Valle,180,240,21111.11111111111,15833.333333333334,2023-10-25,248,8,2024-07-03,Casa,Venta,1,3,2,0,2.0,No,fraccionamiento,real del valle,pachuca de soto,hidalgo,real del valle,42086.0,"Fraccionamiento Real del Valle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-e75646bc6420-fccd-fd9f09f4-a050-31ba
432,A3,3800000,3800000,190457,2024-11-05,"CASA EN VENTA USADA, ESQUINA, DOS NIVLES, TERRENO EXCEDENTE, SENDERO DE LOS PINOS, PACHUCA, HGO.",281,217,13523.131672597863,17511.520737327188,2023-10-28,245,8,2024-07-03,Casa,Venta,1,4,2,0,2.0,No,frac,c sendero de los pinos,pachuca de soto,hidalgo,sendero de los pinos,42119.0,"Fracc Sendero de los Pinos, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-eabc324c9b16-5454-fed17d8c-8489-3108
433,A3,3800000,3800000,190457,2024-11-05,VENTA DE SEMIRESIDENCIA EN SAN BARTOLO PACHUCA HGO,390,390,9743.589743589744,9743.589743589744,2023-06-06,392,12,2024-07-03,Casa,Venta,1,3,5,0,5.0,No,,villa aquiles serdan,pachuca de soto,hidalgo,aquiles serdan,42034.0,"Villa Aquiles Serdán, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-7ff0f8d91f57-5a33-529d76ea-bae1-31b2
434,A3,3795000,3795000,190207,2024-11-05,Casa en venta dentro de residencial,129,129,29418.60465116279,29418.60465116279,2023-09-14,289,9,2024-07-03,Casa,Venta,0,3,2,0,2.0,No,barrio,del judio,pachuca de soto,hidalgo,del judio,42113.0,"Barrio del Judío, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-43a0dfd9db39-5300-aa5d5489-b22d-1237
435,A3,3780000,3780000,189455,2024-11-05,"OPORTUNIDAD DE INVERSIÓN, VENTA O RENTA TEMPORAL!!",172,250,21976.74418604651,15120.0,2024-06-02,31,1,2024-07-03,Casa,Venta,1,4,3,0,3.0,No,fraccionamiento,real del valle,pachuca de soto,hidalgo,real del valle,42086.0,"Fraccionamiento Real del Valle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-b3accb534397-c028-cb2f159-a6f1-1237
436,A3,3765000,3765000,188703,2024-11-05,"Casa en venta en Pachuca de Soto, Hidalgo",157,222,23980.891719745225,16959.45945945946,2023-08-19,314,10,2024-07-03,Casa,Venta,0,3,3,0,3.0,No,,pachuca de soto,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-a850bfb26ed2-7407-56697f32-af6a-33f3
437,,3750000,3750000,187951,2024-11-05,CASA EN VENTA GEMA RESIDENCIAL E4,135,223,27777.777777777777,16816.143497757846,2024-06-02,31,1,2024-07-03,Casa,Venta,1,3,1,0,1.0,No,fraccionamiento,valle del sol,pachuca de soto,hidalgo,valle del sol,42082.0,"Fraccionamiento Valle del Sol, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-bcff27c34fa4-7d72-f8ba9ed7-aba9-436a
438,,3750000,3750000,187951,2024-11-05,"Residencia en Venta 148 m² de Terreno, Amplias Recámaras, Gran Roof",148,232,25337.83783783784,16163.793103448275,2023-11-01,242,8,2024-07-03,Casa,Venta,1,3,1,0,1.0,No,fraccionamiento,valle del sol,pachuca de soto,hidalgo,valle del sol,42082.0,"Fraccionamiento Valle del Sol, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-6b9e413dac7c-7f9f-45a05f1e-b821-4ec2
439,,3750000,3750000,187951,2024-11-05,"Casa en Venta Los Cedros Residencial 3 Recamaras, Jardin Amplio y Roof Pachuca",160,250,23437.5,15000.0,2023-04-24,434,14,2024-07-03,Casa,Venta,0,3,1,0,1.0,No,,pachuca de soto centro,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto Centro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-f2ad3819c0f7-646b-8c40b092-bd9a-3446
440,A2,3725575,3725575,186727,2024-11-05,"CASA USADA EN VENTA CALLE PIRULES, ARBOLEDAS DE SAN JAVIER, PACHUCA HGO.",175,227,21289.0,16412.224669603525,2024-01-12,171,5,2024-07-03,Casa,Venta,1,3,3,0,3.0,No,frac,c arboledas de san javier,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Fracc Arboledas de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-f51f49e605cd-f7da-6d8c56e7-9f68-400e
441,A2,3715177,3715177,186206,2024-11-05,Departamento en Venta Zona Plateada Pachuca,104,104,35722.855769230766,35722.855769230766,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-47d578f8714a-3d3e-afb70d15-bc0b-3409
442,A2,3715176,3715176,186206,2024-11-05,Departamento en Venta Zona Plateada Pachuca,104,104,35722.84615384616,35722.84615384616,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-cff5cbd43c91-b8fe-16f6942f-aa7c-3662
443,A2,3715175,3715175,186206,2024-11-05,Departamento en Venta Zona Plateada Pachuca,104,104,35722.83653846154,35722.83653846154,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-d7aa4fc87276-9b55-e57097-8e3c-3932
444,A2,3715174,3715174,186206,2024-11-05,Departamento en Venta Zona Plateada Pachuca,104,104,35722.82692307692,35722.82692307692,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-55f936d5ed93-2be8-2b450dfb-addf-3861
445,A2,3715173,3715173,186206,2024-11-05,Departamento en Venta Zona Plateada Pachuca H6896159,104,104,35722.817307692305,35722.817307692305,2023-08-26,307,10,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-bda58b47cefd-e01b-d40776f-bf7b-3315
446,A2,3710004,3710004,185947,2024-11-05,Departamentos en Venta Pachuca,124,124,29919.3870967742,29919.3870967742,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-98d1da87779b-2732-14d739f8-b2c9-3e87
447,A2,3710004,3710004,185947,2024-11-05,Departamentos en Venta Pachuca,142,142,26126.788732394365,26126.788732394365,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-bc6e7bca71-d318-d8d10fb4-9cc4-38d2
448,A2,3710003,3710003,185946,2024-11-05,Departamentos en Venta Pachuca,124,124,29919.379032258064,29919.379032258064,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-75ead349c1be-b0d6-9c379af8-a7a3-3c8e
449,A2,3710003,3710003,185946,2024-11-05,Departamentos en Venta Pachuca,142,142,26126.781690140844,26126.781690140844,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-64123bcf081-73ac-328f312a-b675-3c43
450,A2,3710002,3710002,185946,2024-11-05,Departamentos en Venta Pachuca,124,124,29919.370967741936,29919.370967741936,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-fe31765ddb19-4be8-aace21f4-a24f-33b7
451,A2,3710002,3710002,185946,2024-11-05,Departamentos en Venta Pachuca,142,142,26126.774647887323,26126.774647887323,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-8f8886ef41cd-32dd-2f0e18b5-88dd-36d3
452,A2,3710001,3710001,185946,2024-11-05,Departamentos en Venta Pachuca,124,124,29919.362903225807,29919.362903225807,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2a34317391e0-e30-d50533f-b197-3637
453,A2,3710001,3710001,185946,2024-11-05,Departamentos en Venta Pachuca,142,142,26126.7676056338,26126.7676056338,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2de40bf11ee6-d262-11e1e42f-9a29-3680
454,A2,3710000,3710000,185946,2024-11-05,Departamentos en Venta Pachuca H7016877,124,124,29919.35483870968,29919.35483870968,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-c8f7526d243a-2b33-6b38e18b-ad63-3972
455,A2,3710000,3710000,185946,2024-11-05,Departamentos en Venta Pachuca H7016902,142,142,26126.76056338028,26126.76056338028,2023-10-13,260,8,2024-07-03,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-d20b4275c75a-a55e-55e010ae-9c6a-3e13
456,A2,3700000,3700000,185445,2024-11-05,"CASA MINIMALISTA, EQUIPADA CON ACABADOS DE LUJO Y ROOF GARDEN",128,245,28906.25,15102.040816326533,2023-11-07,236,7,2024-07-03,Casa,Venta,1,3,2,0,2.0,No,barrio,del judio,pachuca de soto,hidalgo,del judio,42113.0,"Barrio del Judío, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2a5262cba776-8c8c-70790f15-9135-45c0
457,A2,3700000,3700000,185445,2024-11-05,CASA RESIDENCIAL EN VENTA CON ROOF GARDEN CERCA DE ZONA PLATEADA EN PACHUCA,144,239,25694.444444444445,15481.171548117154,2023-05-29,399,13,2024-07-03,Casa,Venta,1,4,4,0,4.0,No,frac,c privadas de la herradura,pachuca de soto,hidalgo,privadas de la herradura,42082.0,"Fracc Privadas de la Herradura, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-193bfbd07e06-1e15-9569d1d0-b60b-39b0
458,A2,3700000,3700000,185445,2024-11-05,OPORTUNIDAD EN SAN JAVIER. 160M2 TERRENO. 4REC Y SALA DE TV. REMODELADA 2 NIVELES.,160,231,23125.0,16017.316017316018,2024-06-02,31,1,2024-07-03,Casa,Venta,1,4,1,0,1.0,No,fraccionamiento,valle de san javier,pachuca de soto,hidalgo,valle de san javier,42086.0,"Fraccionamiento Valle de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-76eea9cabfc4-cb7d-e4fba9f6-8fb8-4c7f
459,A2,3700000,3700000,185445,2024-11-05,CASA EN VENTA ZONA CÉNTRICA,195,460,18974.358974358973,8043.478260869565,2023-04-19,439,14,2024-07-03,Casa,Venta,0,6,2,0,2.0,No,fraccionamiento,constitucion,pachuca de soto,hidalgo,constitucion,42080.0,"Fraccionamiento Constitución, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-93c78c768d7e-3de3-e9677127-9a85-3ca7
460,A2,3680000,3680000,184443,2024-11-05,Se Vende Casa en Fracc. La Herradura,257,257,14319.06614785992,14319.06614785992,2024-06-02,31,1,2024-07-03,Casa,Venta,1,4,5,0,5.0,No,frac,c hacienda la herradura,pachuca de soto,hidalgo,hacienda la herradura,42082.0,"Fracc Hacienda La Herradura, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-327198b49f8d-15dd-ca27fff7-82de-384e
461,A2,3650000,3650000,182939,2024-11-05,Casa con 5 habitaciones en Fraccionamiento Hacienda la Herradura,160,228,22812.5,16008.77192982456,2023-04-24,434,14,2024-07-03,Casa,Venta,1,5,5,0,5.0,No,fraccionamiento,s m e,pachuca de soto,hidalgo,electricistas,42082.0,"Fraccionamiento S m e, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-63388d821721-9699-eb9de9d0-be98-367b
462,A2,3650000,3650000,182939,2024-11-05,"La Herradura Gran Casa 3 Niveles, 4 Recámaras, 1 en Planta Baja.",205,247,17804.878048780487,14777.327935222673,2024-06-02,31,1,2024-07-03,Casa,Venta,1,4,1,0,1.0,No,frac,c privadas de la herradura,pachuca de soto,hidalgo,privadas de la herradura,42082.0,"Fracc Privadas de la Herradura, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2f75118a7ec7-bce4-527276d9-a209-1237
463,A2,3650000,3650000,182939,2024-11-05,PRIVADA AL SUR SUR DE PACHUCA. 205M2 TERRENO. 4 REC C/U BAÑO C. 3 NIVELES.,205,244,17804.878048780487,14959.016393442624,2023-10-07,266,8,2024-07-03,Casa,Venta,1,4,2,0,2.0,No,frac,c privadas de la herradura,pachuca de soto,hidalgo,privadas de la herradura,42082.0,"Fracc Privadas de la Herradura, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-8e3b0d5b406e-e31e-a744a358-9de4-4e40
464,A2,3650000,3650000,182939,2024-11-05,Casa en venta en Pachuca con terraza en fraccionamiento 5 habitaciones,205,240,17804.878048780487,15208.333333333334,2023-04-20,438,14,2024-07-03,Casa,Venta,1,5,6,0,6.0,No,fraccionamiento,s m e,pachuca de soto,hidalgo,electricistas,42082.0,"Fraccionamiento S m e, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-5f5a22986784-bfde-4ce056d3-8a89-3f4a
465,A2,3650000,3650000,182939,2024-11-05,"Venta de Casa en Fracc. Herradura (Blvd. Zimapan) Pachuca, Hgo.",244,244,14959.016393442624,14959.016393442624,2023-04-14,444,14,2024-07-03,Casa,Venta,1,4,6,0,6.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-ed0c0b4d5af2-4a8b-a753b81d-860a-3d15
466,A2,3650000,3650000,182939,2024-11-05,"venta de casa en La Herradura, Pachuca Hidalgo.",270,270,13518.518518518518,13518.518518518518,2024-06-02,31,1,2024-07-03,Casa,Venta,1,4,4,0,4.0,No,,pachuca de soto,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-f33c25a5e40-7c1c-59a1930-8b46-3d25
467,A2,3621455,3621455,181508,2024-11-05,Departamento en Venta Zona Plateada Pachuca,103,103,35159.7572815534,35159.7572815534,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-b6abc8a1898b-31ce-3c1b113b-a071-3eec
468,A2,3621454,3621454,181508,2024-11-05,Departamento en Venta Zona Plateada Pachuca,103,103,35159.74757281553,35159.74757281553,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-893e1ff91ef8-de7f-22716bf8-bbc0-3cbc
469,A2,3621453,3621453,181508,2024-11-05,Departamento en Venta Zona Plateada Pachuca,103,103,35159.73786407767,35159.73786407767,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-8e84ad4caee9-1da-ebece2dd-97ac-3523
470,A2,3621452,3621452,181508,2024-11-05,Departamento en Venta Zona Plateada Pachuca,103,103,35159.728155339806,35159.728155339806,2023-10-06,267,8,2024-07-03,Departamento,Venta,1,2,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-522a3178d683-595a-93f92283-b130-3b89
471,A2,3612900,3612900,181080,2024-11-05,CASA EN PREVENTA EN PACHUCA GEMA RESIDENCIAL L13,135,214,26762.222222222223,16882.71028037383,2024-06-02,31,1,2024-07-03,Casa,Venta,1,3,2,0,2.0,No,fraccionamiento,valle del sol,pachuca de soto,hidalgo,valle del sol,42082.0,"Fraccionamiento Valle del Sol, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-62e1895302e3-2b2a-8c3b1354-9f3d-4650
472,A2,3608429,3608429,180856,2024-11-05,Casa en VENTA Pachuca Fracc Altara 164 Hidalgo,290,290,12442.858620689654,12442.858620689654,2023-03-02,486,16,2024-07-03,Casa,Venta,1,4,4,0,4.0,No,,pachuca de soto,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-c10fa032d837-e7ed-99c946a2-a349-384e
473,A2,3602900,3602900,180578,2024-11-05,CASA EN PREVENTA PACHUCA HGO FRACC GEMA RESIDENCIAL L15,135,202,26688.14814814815,17836.138613861385,2024-06-02,31,1,2024-07-03,Casa,Venta,1,3,2,0,2.0,No,fraccionamiento,valle del sol,pachuca de soto,hidalgo,valle del sol,42082.0,"Fraccionamiento Valle del Sol, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-b42c77218360-8d49-f6debd12-950d-4852
474,A2,3600000,3600000,180433,2024-11-05,Casa Residencial en Venta en Excelente ubicación en Pachuca,144,272,25000.0,13235.29411764706,2023-04-25,433,14,2024-07-03,Casa,Venta,1,4,5,0,5.0,No,,pachuca de soto,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-651905fe8ed4-ea41-2883313a-9e44-3a48
475,A2,3600000,3600000,180433,2024-11-05,Hermosa casa residencial con Roof Garden en Pachuca,144,160,25000.0,22500.0,2023-04-25,433,14,2024-07-03,Casa,Venta,0,4,3,0,3.0,No,,santiago tlapacoya centro,pachuca de soto,hidalgo,santiago tlapacoya centro,42110.0,"Santiago Tlapacoya Centro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-de6857f06bd-9f3f-931835ba-9d57-3ee9
476,A2,3600000,3600000,180433,2024-11-05,CASA EN VENTA SAN JAVIER PACHUCA,160,276,22500.0,13043.478260869566,2023-04-21,437,14,2024-07-03,Casa,Venta,1,4,3,0,3.0,No,fraccionamiento,valle de san javier,pachuca de soto,hidalgo,valle de san javier,42086.0,"Fraccionamiento Valle de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-69fa4a9c333a-e796-d2401827-90fd-39b1
477,A2,3600000,3600000,180433,2024-11-05,"Casa de 3 Pisos, 5 Recamaras, Fraccionamiento San Javier, Pachuca Hidalgo",160,236,22500.0,15254.237288135591,2023-12-11,202,6,2024-07-03,Casa,Venta,0,3,2,0,2.0,No,fraccionamiento,valle de san javier,pachuca de soto,hidalgo,valle de san javier,42086.0,"Fraccionamiento Valle de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-d786266ba026-b7f6-6543c96c-ac34-4766
478,A2,3600000,3600000,180433,2024-11-05,Muy bonita casa en Fraccionamiento Lomas Residencial Pachuca,250,250,14400.0,14400.0,2023-12-17,196,6,2024-07-03,Casa,Venta,1,4,4,0,4.0,No,,lomas residencial pachuca,pachuca de soto,hidalgo,lomas residencial pachuca,42094.0,"Lomas Residencial Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-673033e0bba8-f069-d60ee9df-afa0-3904
479,A2,3595404,3595404,180203,2024-11-05,Casa Residencial en Venta Pachuca,144,144,24968.08333333333,24968.08333333333,2023-10-06,267,8,2024-07-03,Casa,Venta,1,3,5,0,5.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-295e01f6a938-cac2-f25f5520-b2f2-355f
480,A2,3595403,3595403,180203,2024-11-05,Casa Residencial en Venta Pachuca,144,144,24968.07638888889,24968.07638888889,2023-10-06,267,8,2024-07-03,Casa,Venta,1,3,5,0,5.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-fefb4adb2877-3b47-4af41e01-a857-33c5
481,A2,3595402,3595402,180203,2024-11-05,Casa Residencial en Venta Pachuca,144,144,24968.069444444445,24968.069444444445,2023-10-06,267,8,2024-07-03,Casa,Venta,1,3,5,0,5.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-1ed33ca76807-72d7-876c70af-b533-3235
482,A2,3595402,3595402,180203,2024-11-05,Casa Residencial en Venta Pachuca,144,144,24968.069444444445,24968.069444444445,2023-10-06,267,8,2024-07-03,Casa,Venta,1,3,5,0,5.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-f32eaa56024a-b6af-fd955f1-9ef7-3962
