id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,ubicacion,url
2945,S1,4300000,4300000,239187,2024-10-04,Venta de casa en San Jose Mayorazgo,352,380,12215.90909090909,11315.78947368421,2023-04-21,301,10,2024-02-22,Casa,Venta,1,3,3,0,3.0,No,,San Jose Mayorazgo,,,"San José Mayorazgo, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-d8c0a4b2a428-a133-92480815-812c-4de2
2946,S1,4311903,4311903,239849,2024-10-04,Departamento en Venta en La Paz Puebla. Excelente Inversión,130,130,33168.484615384616,33168.484615384616,2024-02-21,1,0,2024-02-22,Departamento,Venta,2,3,3,0,3.0,No,,La Paz,,,"La Paz, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-97a2217ba46d-3ccc-f17755bb-b6bf-4cee
2947,S1,4350000,4350000,241969,2024-10-04,"Departamento PH en Venta Huexotitla, Puebla, Pue.",129,129,33720.93023255814,33720.93023255814,2023-11-28,85,2,2024-02-22,Departamento,Venta,2,2,1,0,1.0,No,,Huexotitla,,,"Huexotitla, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-bca201bfeb49-fe60-e6ff76d3-af57-32da
2948,S1,4350000,4350000,241969,2024-10-04,CASA EN VENTA EN ZONA ANGELOPOLIS FRACC. FUENTES DE ANGELOPOLIS PUEBLA,170,220,25588.235294117647,19772.727272727272,2023-08-24,179,5,2024-02-22,Casa,Venta,2,3,1,0,1.0,No,,Zona Comercial Angelopolis,,,"Zona Comercial Angelópolis, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-443db2d83490-5760-848b92c4-bb20-42c1
2949,S1,4350000,4350000,241969,2024-10-04,"PREVENTA DE CASA 4 RECAMARAS, EN FRACIONAMIENTO LA ANTIGUA CEMENTERA.",120,260,36250.0,16730.76923076923,2023-11-28,85,2,2024-02-22,Casa,Venta,2,4,1,0,1.0,No,,Fracc La Antigua Cementera,,,"Fracc La Antigua Cementera, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-47f059db92ac-c5ef-51afb876-b1fb-37f1
2950,S1,4350000,4350000,241969,2024-10-04,Casa En Pre Venta En Parque Tlaxcala Lomas De Angelopolis,284,284,15316.901408450703,15316.901408450703,2023-10-11,131,4,2024-02-22,Casa,Venta,2,3,3,0,3.0,No,,Conjunto Habitacional Cemanti,,,"Conjunto Habitacional Cemanti, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-cd2ec48bc6f2-ad6e-52dab1eb-9444-335b
2951,S1,4350000,4350000,241969,2024-10-04,SE VENDE HERMOSA CASA,225,373,19333.33333333333,11662.198391420912,2023-04-20,302,10,2024-02-22,Casa,Venta,1,3,4,0,4.0,No,Fraccionamiento,La Joya,,,"Fraccionamiento La Joya, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-5863bea84eb0-adc6-c8ecc2aa-a37c-3481
2952,S1,4365000,4365000,242803,2024-10-04,Departamento en Venta en PARQUE DEL ARTE,126,126,34642.857142857145,34642.857142857145,2023-04-24,299,9,2024-02-22,Departamento,Venta,1,3,2,0,2.0,No,,Concepcion La Cruz,,,"Concepción La Cruz, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-79ce253e2519-fd80-f319f2ef-9b8e-37b1
2953,S1,4375000,4375000,243359,2024-10-04,VENTA DE PROPIEDAD EN ESQUINA PARA INVERSIÓN FRAQUICIATARIA EN PUEBLA,323,679,13544.891640866874,6443.298969072165,2023-11-28,85,2,2024-02-22,Casa,Venta,2,17,7,0,7.0,No,,Villa Frontera,,,"Villa Frontera, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-2456d33afb8e-6896-63db11f6-8872-3b0d
2954,S1,4380000,4380000,243637,2024-10-04,Casa en Venta en Residencial Zavaleta muy cerca de la UDLAP y Universidad Madero,189,245,23174.603174603173,17877.551020408162,2023-10-18,124,4,2024-02-22,Casa,Venta,2,3,1,0,1.0,No,Residencial,Camino Real,,,"Residencial Camino Real, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-1dfd30b40de2-6cac-cfdfc748-a583-4b66
2955,S1,4380000,4380000,243637,2024-10-04,OPORTUNIDAD CASA NUEVA LOMAS DE ANGELOPOLIS 2,206,239,21262.135922330097,18326.359832635982,2023-04-21,301,10,2024-02-22,Casa,Venta,2,3,2,0,2.0,No,,Puebla Centro,,,"Puebla Centro, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-6f50f19d4a99-e79d-c16feacc-a4d0-3cf3
2956,S1,4390000,4390000,244194,2024-10-04,CASA EN VENTA EN HUEXOTITLA,217,217,20230.414746543775,20230.414746543775,2023-10-17,125,4,2024-02-22,Casa,Venta,1,4,3,0,3.0,No,,Gabriel Pastor 1ra Seccion,,,"Gabriel Pastor 1ra Sección, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-1cf5927a5077-318-50ced985-ad73-37e0
2957,S1,4390000,4390000,244194,2024-10-04,Casa Garduño con Elevador .... Fracc. Pradea Sur,135,276,32518.51851851852,15905.797101449276,2024-02-19,3,0,2024-02-22,Casa,Venta,2,4,2,0,2.0,No,Fraccionamiento,El Agave,,,"Fraccionamiento El Agave, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-2e120b8ce10c-e243-de8f4ac4-a5ec-3893
2958,S1,4390000,4390000,244194,2024-10-04,"Casa en venta en Huexotitla, en 16 DE SEPTIEMBRE #4108, Puebla",217,294,20230.414746543775,14931.972789115644,2023-09-13,159,5,2024-02-22,Casa,Venta,1,4,3,0,3.0,No,Fraccionamiento,Alpha 2,,,"Fraccionamiento Alpha 2, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-43048c656e34-ce75-24edf2e-aad4-3e3a
2959,S1,4390000,4390000,244194,2024-10-04,Casa en Venta en Colonia San Manuel,193,193,22746.113989637302,22746.113989637302,2024-02-19,3,0,2024-02-22,Casa,Venta,1,3,2,0,2.0,No,,16 de Septiembre Sur,,,"16 de Septiembre Sur, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-3396bcbcb469-561-e360d01-8aef-3684
2960,S1,4400000,4400000,244750,2024-10-04,RENTA DEPARTAMENTO SANTA CRUZ LOS ANGELES (ANIMAS) BLVD ATLIXCO 25 PONIENTE,150,150,29333.33333333333,29333.33333333333,2023-04-20,302,10,2024-02-22,Departamento,Venta,2,3,2,0,2.0,No,,Santa Cruz Los Angeles,,,"Santa Cruz Los Ángeles, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-9cd77ceb85af-5ff5-5a343c41-b526-32c7
