año,mes,cve_ent,entidad,cve_mun,municipio,organismo,modalidad,destino,tipo,sexo,edad_rango,ingresos_rango,vivienda_valor,acciones,monto,id,year
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,2,1,2,1.0,2.0,2.0,0.0,3.0,0.0,164,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,2,1,2,1.0,2.0,4.0,0.0,3.0,0.0,165,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,2,1,2,1.0,2.0,5.0,0.0,1.0,0.0,166,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,2,1,2,2.0,2.0,2.0,0.0,1.0,0.0,167,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,2,1.0,2.0,5.0,4.0,1.0,1250855.01,168,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,1.0,4.0,2.0,1.0,507227.48,169,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,2.0,1.0,4.0,1.0,284445.4,170,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,2.0,2.0,3.0,2.0,1040223.56,171,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,2.0,2.0,4.0,1.0,511075.0,172,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,2.0,3.0,3.0,1.0,563862.26,173,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,2.0,4.0,4.0,1.0,953636.05,174,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,1.0,2.0,6.0,3.0,1.0,701196.96,175,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,2.0,1.0,2.0,3.0,1.0,490156.55,176,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,2.0,1.0,4.0,4.0,1.0,813826.0,177,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,2.0,2.0,1.0,4.0,1.0,315539.03,178,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,2.0,2.0,2.0,2.0,2.0,1124306.56,179,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,3,3,1,2.0,2.0,2.0,3.0,1.0,600552.37,180,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,4,7,1,1.0,2.0,1.0,1.0,1.0,316103.83,181,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,1,4,7,1,1.0,2.0,6.0,3.0,1.0,726786.4,182,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,1,2,1,1.0,2.0,5.0,4.0,1.0,1249500.0,183,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,1,2,1,1.0,2.0,6.0,5.0,2.0,602912.0,184,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,1,2,1,2.0,2.0,1.0,5.0,1.0,2500000.0,185,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,3,3,1,1.0,2.0,5.0,5.0,1.0,1900000.0,186,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,4,6,1,1.0,2.0,5.0,4.0,1.0,409936.0,187,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,4,6,1,1.0,3.0,6.0,5.0,1.0,2429600.0,188,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,2,4,6,1,2.0,2.0,6.0,5.0,1.0,3608000.0,189,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,3,1,2,2,1.0,2.0,3.0,4.0,1.0,15263.97,190,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,3,1,2,2,2.0,2.0,2.0,3.0,1.0,123685.35,191,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,3,1,2,1,2.0,2.0,3.0,4.0,2.0,1976188.94,192,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,3,3,3,1,1.0,2.0,2.0,3.0,1.0,769789.93,193,2024
2024,7,13.0,Hidalgo,77.0,Tulancingo de Bravo,3,3,3,1,1.0,3.0,3.0,4.0,1.0,1308000.0,194,2024
