id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,meses_transcurridos,meses_transcurridos_fecha,tipo,Estado,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,Colonia,CP,ubicacion,url,descripcion,fecha_estandarizada
42,D2,1350000,1350000,75093.69,2024-09-19,"CASA EN VENTA EN NAPATECO TULANCINGO, HIDALGO",171,105,7894.736842105263,12857.142857142857,2023-09-12,7,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Unidad Habitacional Napateco,0,"Unidad Habitacional Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-14ca92dd8a4d-db6f-eaae4c26-89a0-3953,"Ref: NEX-179695Amplia casa en venta ubicada en Napateco, Tulancingo de Bravo, Hidalgo. Con una construcción de 171 m2, esta propiedad cuenta con 3 recamaras, ideales para acomodar a toda la familia. Además, dispone de 2 baños completos y 1 medio baños, brindando comodidad y privacidad a sus habitantes.Esta casa en venta se encuentra en una zona de uso de suelo residencial, lo que garantiza un entorno tranquilo y seguro. Además, cuenta con un cuarto de servicio y una terraza para disfrutar del buen clima de la zona.Las principales vías de acceso a esta propiedad son la avenida Napateco y la autopista México-Tulancingo, lo que facilita el desplazamiento hacia y desde el lugar. Además, se encuentra cerca de importantes zonas comerciales, como el centro comercial Plaza Bella y el mercado público de Tulancingo, donde se pueden encontrar todo tipo de productos frescos y artesanías locales.En cuanto a zonas de interés cercanas, este inmueble se encuentra próximo al Parque Nacional El Chico, un lugar ideal para disfrutar de la naturaleza y practicar actividades al aire libre como senderismo y ciclismo. También está cerca del Hospital General de Tulancingo y de diversas escuelas, como la Universidad Tecnológica de Tulancingo y la Escuela Secundaria Técnica No.1, lo que brinda comodidad y acceso a servicios básicos en la zona.Esta casa en venta en Napateco, Tulancingo de Bravo, Hidalgo es una excelente oportunidad para aquellos que buscan vivir en un entorno tranquilo, seguro y cerca de todas las comodidades que ofrece la ciudad. No pierdas la oportunidad de visitarla y descubrir todo lo que tiene para ofrecer.nNEXIMOINMOBILIARIADIGITAL",2023-09-12
43,D2,1300000,1300000,72312.44,2024-09-19,CASA EN VENTA EN FRACCIONAMIENTO CHAVARRIA,120,120,10833.333333333334,10833.333333333334,2023-04-20,12,2024-04-30,Departamento,Venta,1,2,2,0,2.0,No,Pachuca de Soto,0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-15e65e0d1f97-583f-70126887-8cef-3701,"Características: Privada Estacionamiento p / 2 carros Reja eléctrica PLANTA BAJA Sala Comedor Medio baño Cocina equipada Patio de servicio Bodega Cuarto de lavado PLANTA ALTA 2 Recamaras 2 Baños completos Recamara principal baño completo y balcón ¡Ya no tienes que adaptarte a un hogar, nosotros nos adaptamos a ti!",2023-04-20
44,D2,1290000,1290000,71756.19,2024-09-19,"Casa en Col. 20 de noviembre, Tulancingo de Bravo, Hidalgo",120,190,10750.0,6789.473684210527,2023-12-15,4,2024-04-30,Casa,Venta,0,4,3,0,3.0,No,20 de Noviembre,0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-a1cf0b934e6e-30bf-1313e532-9cf5-40e4,"La Colonia cuenta con todos los servicios, transporte público, escuelas públicas y privadas (de educación básica) a15 minutos del centro de Tulancingo, tiene cerca: parques, farmacias, salones de fiestas, tiendas locales, venta de alimentos preparados y de abasto. La casa de 2 niveles cuenta con:Planta baja:Estancia.1 recámara amplia.Sala.Comedor.Cocina.Patio de servicio con piso de loseta.1 baño completo.Planta alta:1 recámara principal con closet, baño completo, terraza y estudio.2 recámaras secundarias con closet.1 baño completo.Cuarto de guardado.Amenidades:Calentador solar.Tanque estacionario.Pregunta por la forma de pago.*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-12-15
45,,1250000,1250000,69531.19,2024-09-19,"DEPARTAMENTO EN VENTA CENTRO, PACHUCA DE SOTO, HGO",90,90,13888.888888888889,13888.888888888889,2023-08-31,8,2024-04-30,Departamento,Venta,1,3,1,0,1.0,No,Pachuca de Soto Centro,0,"Pachuca de Soto Centro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-6f63a7321a1c-6556-574575e1-8ff1-4797,"VENTA: $1,250,000Superficie: 90 m2El Depto se encuentra en el nivel 2Edificio de 3 nivelesCuenta con:CocinaSalaComedor3 recamarasCisternaBaño completo Estacionamiento para un vehiculoCuarto de lavadoCuenta con servicio de agua y luzMantenimiento $300Limpieza de areas comunes (escaleras, sacar basura)",2023-08-31
46,,1250000,1250000,69531.19,2024-09-19,VENTA DE CASA ECONÓMICA EN FRACCIONAMIENTO PRIVADO EN TULANCINGO 3 RECAMARAS,100,125,12500.0,10000.0,2023-04-21,12,2024-04-30,Casa En Fraccionamiento,Venta,1,3,2,0,2.0,No,San Nicolás El Chico,0,"San Nicolás El Chico, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-bfa7f15b7f9c-b68e-b93b6c46-8fb7-313c,"VENTA DE CASA DE LUJO EM FRACCIONAMIENTO RESIDENCIAL SAN ANDRÉS3 recamaras Sala ComedorCocinaJardínEstacionamiento Patio de servicioTerraza Construcción tradicional.Cercanía con la carretera principal, fácil acceso a vialidades para Pachuca, CDMX y Estado de México.Fraccionamiento privado, vigilancia las 24 horas del día.A 10 minutos del centro de Tulancingo, a 5 minutos del centro de Jaltepec.Cuenta con todos los servicios, agua, luz, drenaje, pavimento, banquetas, telefonía.Escuelas: primaria, secundaria, preparatoria.A 25 minutos de centros turísticos.Acepto créditos FOVISSSTE, bancarios, ISSFAM, BANJERCITO, CFE, IMSS, etc...Asesoría Inmobiliaria y Jurídica GRATISEN INMOBILIARIA RIALSA  TENEMOS  TU HOGAR IDEALEnvía mensaje y te brindamos todas las opciones de vivienda disponibles.Correo:ContactarPágina web: Contactar",2023-04-21
47,D1,1249000,1249000,69475.57,2024-09-19,Oportunidad de Departamento Céntrico en Venta Pachuca,95,95,13147.368421052632,13147.368421052632,2023-09-01,7,2024-04-30,Departamento,Venta,1,3,1,0,1.0,No,Pachuca de Soto Centro,0,"Pachuca de Soto Centro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-ea07d4568a9f-872f-dff1181e-98fe-4d9e,"Excelente departamento en venta en primer cuadro céntrico de la ciudad de Pachuca, recién remodelado en 2do nivelEspacio para 1 autoCocina con tarja y alacena1 baño completo 3 habitaciones con closet de buen tamaño para una cómoda cama Queen sizeEspacio para sala y comedor BoilerCuarto de servicio Tanque estacionarioExcelente oportunidad",2023-09-01
48,D1,1193100,1193100,66366.13,2024-09-19,TAD35080 Gran oportunidad para invertir en Tulancingo,105,75,11362.857142857143,15908.0,2024-03-04,1,2024-04-30,Casa,Venta,0,3,2,0,2.0,No,Unidad Habitacional La Morena,0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-9358f3d09ca3-ba1d-b73b9e48-86f6-4dbb,"TAD35080¡Invierte en una propiedad en La Morena Norte! Diferentes procesos de adjudicación. ¡¡ Pregunta!!Solamente contado / No créditos. • Firma frente a Notario Público • La vivienda sólo se puede ver por fuera.¿Te interesa? Hazlo bien, con el mejor despacho de México; te acompañaremos en todo el procesoPRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO. *LOS DETALLES DEL INMUEBLE SON APROXIMADOS.",2024-03-04
49,D1,1180000,1180000,65637.45,2024-09-19,"CASA EN FRACCIONAMIENTO CERRADO, CIMA DORADA TULANCINGO",105,77,11238.09523809524,15324.675324675323,2023-12-15,4,2024-04-30,Casa,Venta,0,2,1,0,1.0,No,San José Caltengo,0,"San José Caltengo, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-60f9fc9ca4df-8fdf-6c7094aa-a826-4471,"El fraccionamiento Cima Dorada cuenta con 2 acceso con caseta de vigilancia, pista para caminatas, área de asadores, cancha de basquetbol y área de juegos para niños.Ubicado a tan solo 5 minutos del centro de la cuidad, a un costado de la zona Arqueológica de Huapalcalco, muy cerca de clínicas médicas, hospitales, escuelas, establecimientos comerciales, central de autobuses, transporte público a una cuadra. La casa cuenta con:Sala-comedor.Cocina con tarja.1 baño completo.2 recámaras amplias.Patio de servicio.Cochera para 1 vehículos.Jardín interior artificial con acceso por sala comedor.AMENIDADES:Cisterna de 3,300 litrosTanque estacionario.Calentador de gas. Tinaco de 1,100 litros.Bomba de agua. Luminarias LED. Pregunta por la forma de pago.*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-12-15
50,D1,1157000,1157000,64358.07,2024-09-19,Casa en venta con 3 recámaras en  Tulancingo,72,81,16069.444444444443,14283.95061728395,2023-04-24,12,2024-04-30,Casa En Fraccionamiento,Venta,0,3,2,0,2.0,No,Villa Sol,0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-96ac604bba20-635d-4730664-89a4-3be2,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE",2023-04-24
51,D1,1150000,1150000,63968.7,2024-09-19,"CASA NUEVA EN PRIVADA SAN DANIEL, TULANCINGO HIDALGO",105,62,10952.380952380952,18548.387096774197,2023-04-20,12,2024-04-30,Casa,Venta,1,2,1,0,1.0,No,Conjunto Habitacional Los Mesones,0,"Conjunto Habitacional Los Mesones, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-e1e9f2183ac5-7f02-5ba171a0-bd32-34c5,"CASA EN PRIVADA SAN DANIEL Casa ubicada en Privada San Daniel muy cerca de la Unidad Deportiva, excelente ubicación a 10 min del centro de Tulancingo y a 5 min de la central de abastos. La zona cuenta con escuelas públicas y privadas (de educación básica, media, media superior y superior), parques cerca, gasolineras, tiendas de auto servicio, etc...  La casa cuenta con:  2 recámaras. Sala. Comedor. Cocina. 1 baño. Área de lavado. Cochera para un vehículo. Cisterna. Construccion nueva.   Pregunta por la forma de pago. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO *El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos.  Horario de atención Lunes a viernes: 10:00 a 14:00 y 17:00 a 19:00 Sábados: 10:00 a 14:00 Domingos: previa cita Mayores informes y citas: Ver teléfono Whatsapp // WhatsApp // WhatsApp // WhatsApp ""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-04-20
52,D1,1100000,1100000,61187.45,2024-09-19,VENTA DE CASA 3 RECAMARAS EN TULANCINGO HIDALGO,105,102,10476.190476190475,10784.313725490196,2023-04-20,12,2024-04-30,Casa En Fraccionamiento,Venta,1,3,2,0,2.0,No,Tulancingo de Bravo Centro,0,"Tulancingo de Bravo Centro, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-855a866a4c28-80e9-6b217a01-90e4-3abf,"VENTA DE CASA NUEVA Y AMPLIA EN TULANCINGO HIDALGO.  3 RECAMARAS, SALA, COMEDOR, COCINA, JARDÍN, ESTACIONAMIENTO AMPLIO, PATIO DE SERVICIO, 2 BAÑOS.  105 METROS DE TERRENO Y 102 METROS DE CONSTRUCCIÓN.  Cercania con la carretera federal México Tuxpan. Cerca de escuelas, transporte, servicio de telefonía cable e internet. A 10 min del centro de Tulancingo. A 5 minutos de la Plaza comercial Plaza Patio, donde encontrarás zona de bancos, Mega Soriana, Oficce Depot, Suburbia, cines, etc.  ACEPTO CRÉDITOS INFONAVIT FOVISSSTE BANCARIOS ISSFAM CFE BANJERCITO IMSS.  !!!Asesoría inmobiliaria y jurídica GRATIS!!!  Visita nuestra página web:",2023-04-20
53,D1,1100000,1100000,61187.45,2024-09-19,VENTA DE CASA ECONOMICA DE 4 RECAMARAS EN COLONIA EL PARAISO EN TULANCINGO HIDALGO,160,100,6875.0,11000.0,2023-04-29,12,2024-04-30,Casa,Venta,1,4,1,0,1.0,No,Tulancingo de Bravo Centro,0,"Tulancingo de Bravo Centro, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-46863522d18d-457e-9ef05d1f-a468-3838,"Venta de casa económica de 4 recamaras en el paraíso.A tan solo 10 min del centro de TulancingoA 3 minutos del circuito ChapultepecTransporte público pasa frente a la casa.Cercania con escuelas, iglesia, mercado y Bodega Aurrera 160 metros de terreno100 metros de construcción aprox 4 recamaras 3 baños y medio Sala.Comedor.Cocina Estacionamiento para 3 autosPatio de servicio amplio 1 bodega Acepto créditos INFONAVIT FOVISSSTE ISSFAM IMSS BANCARIOS PAGOS DE CONTADO Contactar",2023-04-29
54,D1,1100000,1100000,61187.45,2024-09-19,HERMOSA CASA EN VENTA EN TULANCINGO DE BRAVO HIDALGO.,398,398,2763.819095477387,2763.819095477387,2024-02-28,2,2024-04-30,Casa,Venta,1,4,2,0,2.0,No,Unidad Habitacional La Morena,0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-c3d586e6bb16-bbfd-7ff3c95e-a3d7-4960,"HERMOSA Y AMPLIA CASA EN HIDALGO, CUENTA CON TODOS LOS SERVICIOS, UBICADA EN UNA DE LAS MEJORES ZONAS, CON EXCELENTE PLUSVALIA, RODEADA DE COLEGIOS, HOSPITALES, CENTROS COMERCIALES, RESTAURANTES, PARQUES Y MAS.NO LO PIENSES MAS E INVIENTE EN TU PATRIMONIO CON UNA PROPIEDAD DE OPORTUNIDAD, MUY POR DEBAJO DE SU VALOR COMERCIAL.",2024-02-28
55,D1,1080000,1080000,60074.95,2024-09-19,"Casa con opción de crecimiento en Villas Santa María, Tulancingo Hgo.",105,73,10285.714285714286,14794.520547945203,2023-12-15,4,2024-04-30,Casa,Venta,0,2,1,0,1.0,No,Ampliación Javier Rojo Gómez,0,"Ampliación Javier Rojo Gómez, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-148a066ebd7c-a22f-24777fa3-acc5-46bd,"Fraccionamiento Villas Santa María ubicado en una zona con accesos a CDMX y Pachuca, muy cerca de la carretera México-Tuxpan. Ideal para familias que comienzan su patrimonio o que buscan un espacio más acogedor, con seguridad y tranquilidad. El Fraccionamiento cuenta con: barda perimetral, caseta de vigilancia, áreas verdes, juegos y aparatos de ejercicio al aire libre, calles de concreto, servicios ocultos, casas con muros independientes, cimientos de piedra, está proyectado para tener su propia area comercial y se cuenta con un reglamento interno para una sana convivencia.La zona cuenta con todos los servicios, establecimientos de primera necesidad a los alrededores, transporte público cercano, escuelas desde nivel básico hasta superior (Universidad Técnológica de Tulancingo), a solo 10 minutos del centro de Tulancingo, a 5 minutos de Plaza Patio. La casa cuenta con:2 recámaras con closet.1 alcoba.Sala-comedor.Cocina integral con barra desayunadora.1 baño forrado de azulejo.Cochera.Área de lavado.Cisterna con bomba de 2,500 litros.Tinaco de 1,100 litros.Con opción de crecimiento!!Pregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. Horario de atenciónLunes a viernes: 10:00 a 14:00 y 16:00 a 18:00Sábados: 10:00 a 14:00Domingos: previa citaMayores informes y citas: Ver teléfono Whatsapp // WhatsApp // WhatsApp // WhatsApp""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-12-15
56,D1,1050000,1050000,58406.2,2024-09-19,"CASA DE 1 NIVEL EN PRIVADA, TULANCINGO HIDALGO",105,70,10000.0,15000.0,2024-03-02,1,2024-04-30,Casa,Venta,0,2,1,0,1.0,No,Ampliación Javier Rojo Gómez,0,"Ampliación Javier Rojo Gómez, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-58b55adc017b-6914-f7d09bf-9a71-458e,"Villas Santa María es un nuevo fraccionamiento que tiene la ubicación exacta para personas que vienen de CDMX, Pachuca o aquellos que buscan salir rápido de la ciudad u ocupan viajar sobre la carretera México-Tuxpan continuamente. Ideal para familias pequeñas que comienzan su patrimonio o que buscan un espacio más acogedor, la seguridad y tranquilidad la tendrás en este, ¡tú nuevo hogar!.  Cuenta con todos los servicios, establecimientos de primera necesidad a los alrededores, farmacias, transporte público cercano, escuelas desde nivel básico hasta superior (Universidad Técnológica de Tulancingo), a solo 10 minutos del centro de Tulancingo. La casa cuenta con:Sala.Comedor.Cocina .1 baño.2 recámaras.Cochera para 1 auto.Área de lavado.Pregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. Horario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2024-03-02
57,D1,1050000,1050000,58406.2,2024-09-19,VENTA DE CASA DE LUJO 3 RECAMARAS EN TULANCINGO,80,120,13125.0,8750.0,2023-07-02,9,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-89ca4ee22d25-18f8-67cdfbc9-994b-1237,"Casa ideal para personas que desean tranquilidad y cercanía al centro de Tulancingo.Cuenta con todos los servicios como agua, luz,drenaje, pavimento, servicio de internet y telefonía. Cercanía a escuelas de educación básica.A unos metros de la nueva Fiscalía.AURRERA, OXXO, farmacias, gasolineras, etc. Casa en privada con exclusivamente 4 viviendas col san IsidroCuenta con3 recámarasSalaCocina c/ cocinetaComedor1.5 bañosCisterna 5000ltsEstacionamiento 2 autosTerreno 80 m2Contruccion 120m2Precio $1,179,000",2023-07-02
58,D1,1031100,1031100,57354.89,2024-09-19,Oportunidad de compra en Tulancingo,110,110,9373.636363636364,9373.636363636364,2024-03-04,1,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-fa15f10ac271-f310-6ae34913-9618-42ac,"“CUMPLE TU SUEÑO CON NOSOTROS""Hermosa y amplia casa con excelentes acabados y todas las comodidades que soñaste, ahora a tu alcance.Cuenta con…*3 Habitaciones*2 Baños completos*1 Garaje*Cocina equipada *Área común -Asesoría 24/7 desde la primera llamada.Te asesoramos y acompañamos hasta concluir con la entrega de ""Tu nuevo hogar”Elizabeth DiazAsesor inmobiliarioPara mayor información contáctame o déjame tu número, a la brevedad me comunico.",2024-03-04
59,E3,990100,990100,55074.27,2024-09-19,"Vivienda en venta con gran plusvalía de remate dentro de Calle Hermenegildo Galeana 706, Vicente Guerrero, Tulancingo, Estado de Hidalgo, México",110,110,9000.90909090909,9000.90909090909,2023-12-30,4,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-db570cd0d44e-1be3-5ab37df6-83f7-4656,"TENEMOS LA LLAVE DE TUS SUEÑOS¡¡OPORTUNIDAD DE INVERSIÓN!!No se acepta NINGÚN TIPO DE CRÉDITOExcelente ubicación de fácil acceso en zona de alta plusvalía y en aumento.GARANTIZO LA ENTREGA POR CONTRATO Y LA ESCRITURACIÓN ANTE NOTARIO PÚBLICO.Las mejores alternativas de inversión inmobiliaria las tenemos nosotros, somos una empresa especializada en recuperaciones hipotecarias.Nuestros inmuebles se encuentran entre un 40 y 70% menor de su valor comercial - Vías de comunicación y servicios cerca.¡¡Agenda tu cita vía telefónica o whats app!! para más información",2023-12-30
60,E3,990000,990000,55068.71,2024-09-19,EXTRENA TU CASA A BAJO COSTO EN **TULANCINGO DE BRAVO** HGO.,110,110,9000.0,9000.0,2024-02-09,2,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-bf57b977d082-55cb-a85d7cdf-ba19-4e54,"CUMPLE TU SUEÑO CON NOSOTROS"" Hermosa y amplia casa con excelentes acabados y todas las comodidades que soñaste, ahora a tu alcance. Cuenta con… 3 Habitaciones 2 Baños completos1 Garaje  -Asesoría 24/7 desde la primera llamada. Te asesoramos y acompañamos hasta concluir con la entrega de ""Tu nuevo hogar” Para mayor información contáctame o déjame tu número, a la brevedad me comunico",2024-02-09
61,E3,985000,985000,54790.58,2024-09-19,"CASA DE 1 NIVEL EN FRACC. VILLAS SANTA MARIA, TULANCINGO HIDALGO",105,76,9380.952380952382,12960.526315789471,2023-05-13,11,2024-04-30,Casa En Fraccionamiento,Venta,1,2,1,0,1.0,No,Ampliación Javier Rojo Gómez,0,"Ampliación Javier Rojo Gómez, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-7ce59ea81ac0-ba8f-53ce538d-9349-3d2f,"CASA EN VENTA, VILLAS SANTA MARÍA.Villas Santa María es un nuevo fraccionamiento que tiene la ubicación exacta para personas que vienen de CDMX, Pachuca o aquellos que buscan salir rápido de la ciudad u ocupan viajar sobre la carretera México-Tuxpan continuamente. Ideal para familias pequeñas que comienzan su patrimonio o que buscan un espacio más acogedor, la seguridad y tranquilidad la tendrás en este, ¡tú nuevo hogar!Cuenta con todos los servicios, establecimientos de primera necesidad a los alrededores, farmacias, transporte público cercano, escuelas desde nivel básico hasta superior (Universidad Técnológica de Tulancingo), a solo 10 minutos del centro de Tulancingo.La casa cuenta con:  2 recámaras  Sala-comedor.  Cocina.  1 baño.  Cochera.  Área de lavado.AMENIDADES:  Fraccionamiento con barda perimetral  Caseta de vigilancia  Areas Verdes  Juegos y aparatos de ejercicio al aire libre  Calles de concreto  Servicios ocultos  Casas con muros independientes  Cimientos de piedra  Proyectado para tener su propia area comercial  Reglamento de Fraccionamiento para una sana convivenciaPregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos.Horario de atenciónLunes a viernes: 10:00 a 14:00 y 16:00 a 18:00Sábados: 10:00 a 14:00Domingos: previa citaMayores informes y citas: Ver teléfono Whatsapp // WhatsApp // WhatsApp // WhatsApp""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-05-13
62,E3,984000,984000,54734.96,2024-09-19,Casa en venta con 3 recámaras en Tulancingo,72,67,13666.666666666666,14686.567164179103,2023-04-24,12,2024-04-30,Casa En Fraccionamiento,Venta,0,3,2,0,2.0,No,Villa Sol,0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-a533d1c6b1d4-b82f-b4e9c29b-9bda-3798,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE",2023-04-24
63,E3,980000,980000,54512.46,2024-09-19,"Venta de departamentos ejecutivos, 2 recámaras y 2 baños.",82,82,11951.219512195124,11951.219512195124,2023-04-24,12,2024-04-30,Departamento,Venta,1,2,2,0,2.0,No,Fracc Paseo de las Reynas V,0,"Fracc Paseo de las Reynas V, Mineral de la Reforma, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-e0684482854-c985-672238f7-bb61-3806,"🟡 Venta de departamentos.📌 Ubicados en Paseo de las Reynas V, Mineral de la Reforma, Hgo.➡️ Se encuentran a sólo unos minutos de la Universidad Autónoma del Estado de Hidalgo 🏬,  plazas comerciales 🛒, restaurantes ☕, bancos 🏦, cines 🎥, a unos metros de la salida a Tulancingo y pueblos mágicos 🛣️.🟠 Precios de venta:4o. Nivel:💲980,000.00 más gastos de escrituras.3er. Nivel:💲1,020,000.00 más gastos de escrituras.2o. Nivel:💲1,060,000.00 más gastos de escrituras.1er. Nivel:💲1,100,000.00 más gastos de escrituras.📐 82 m² terreno.🏠 82 m² construcción.📍Características:• 🚪 Vestíbulo• 🛋️ Sala - Comedor• 🍽️ Cocina• 🧼 Cuarto de lavado• 👚 Área de tendido• 🛏️ 1 Recámara principal con baño completo.• 🛏️ 1 Recámara Junior• 🚿 1 Baño completo compartido• 🚗 2 cajones de estacionamiento➡️ EQUIPAMIENTO:• Cocina en ""L"" con Barra.(No incluye parrilla ni campana)• Clósets abiertos, con torre central de cajones y repisas en las 2 habitaciones.• Calentador de paso ahorrador.📍 Aceptamos:• Todos los créditos.• Contado.📈 Citas e información:📲 Ver teléfono Whatsapp📲 WhatsApp",2023-04-24
64,E3,980000,980000,54512.46,2024-09-19,"Inmueble adjudicado en Tulancingo, Hidalgo",110,110,8909.09090909091,8909.09090909091,2024-01-03,3,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-c1f29b7f102f-3101-c4a42d6b-b2d3-4e63,"PRECIO REMATE:  $980,000.00 Hermosa CASA de tres pisos, en una de la zona más tranquilas de Tulancingo de Bravo, Hidalgo.  Gran plusvalía, cercanía con comercios en general y avenidas principales.*Oferta bancaria por créditos hipotecarios NO pagados.*Somos una empresa líder en Remates Bancarios en México.*Contamos con años de experiencia y casos reales de familias felices con su entrega.*Contamos con convenios y contratos con los principales Bancos para comercializar sus inmuebles.*Te acompañamos durante todo el proceso.*Inmuebles ADJUDICADOS.¡¡¡NO BUSQUES MAS!!! Contáctame para realizar una cita informativa, sin compromiso y veras lo fácil que es obtener una nueva casa para inversión o para uso propio.",2024-01-03
