id,categoria,precio,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,meses_transcurridos,tipo,Estado,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,Colonia,CP,url
86,E2,720000,Vendo casa,90,90,8000.0,8000.0,1,Casa,Venta,1,2,1,0,1.0,No,Unidad Habitacional Napateco,0,https://www.lamudi.com.mx//detalle/41032-73-69b7318a5862-82f4-fbf74019-ade0-1f95
87,E2,720000,"Casas económicas en Privada, Napateco Tulancingo Hgo.",91,53,7912.087912087912,13584.90566037736,7,Casa,Venta,0,2,1,0,1.0,No,Unidad Habitacional Napateco,0,https://www.lamudi.com.mx//detalle/41032-73-61c2eecd4e32-58e5-84cdbd52-9055-4de0
88,E2,685590,"Casa en VENTA, La Morena secc  norte B, Tulancingo de Bravo, Hidalgo. CAL",170,210,4032.8823529411766,3264.714285714286,3,Casa,Venta,1,4,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-a52627981427-d469-5e954cb0-a477-40d3
89,E2,680000,🏡Casa en venta en Rincones de La Hacienda 1RA SECCION 🏡 Tulancingo Hgo.,90,50,7555.555555555556,13600.0,1,Casa En Fraccionamiento,Venta,0,2,1,0,1.0,No,Fracc Rincones de la Hacienda,0,https://www.lamudi.com.mx//detalle/41032-73-d3b66d40b3c3-5a36-c080c6b3-9305-461e
90,E2,678000,VENTA DE CASA EN CONDOMINIO TULANCINGO,100,120,6780.0,5650.0,1,Casa En Fraccionamiento,Venta,1,3,1,0,1.0,No,San José Pedregal,0,https://www.lamudi.com.mx//detalle/41032-73-6c6ae9edf2af-fd73-623e7b80-b9b2-4b8d
91,E2,672537,DEPARTAMENTO *** EN SUPER OFERTA ***,87,87,7730.310344827586,7730.310344827586,4,Departamento,Venta,0,3,1,0,1.0,No,Pachuca de Soto Centro,0,https://www.lamudi.com.mx//detalle/41032-73-76320bf01048-b597-7fd0c6b8-bd1f-4f4a
92,E2,650000,"VENTA DE CASA ECONÓMICA EN NAPATECO, EN TULANCINGO HIDALGO",90,90,7222.222222222223,7222.222222222223,2,Casa,Venta,1,2,1,0,1.0,No,Rancho Napateco,0,https://www.lamudi.com.mx//detalle/41032-73-41ce0348aadc-9c56-96819439-86d4-1f2c
93,E2,628000,"EXCELETE OPORTUNIDAD, REMATE EN SAUCE",114,114,5508.771929824561,5508.771929824561,1,Casa,Venta,1,3,1,0,1.0,No,Rinconada La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-9d8f2f4bbdc1-ee7c-9cb1cf63-825c-4d11
94,E2,625000,"HORTENCIA PROL. CLAVEL #108 LA MORENA SECC NTE B TULANCINGO DE BRAVO, HIDALGO",156,280,4006.410256410256,2232.1428571428573,4,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-411a18d207c1-ce0b-7c8885ca-8442-46f5
95,E2,622000,"Casa en venta  Guadalupe 1ra Sección, Tulancingo, Hidalgo  DD41 GR",230,230,2704.3478260869565,2704.3478260869565,5,Casa,Venta,1,4,3,0,3.0,No,Guadalupe,0,https://www.lamudi.com.mx//detalle/41032-73-cba1ec894a47-74a-382d2619-87dd-4c9b
96,E2,620000,PREVENTA Departamentos nuevos y económicos en Tulancingo,60,60,10333.333333333334,10333.333333333334,12,Departamento,Venta,0,2,1,0,1.0,No,Nuevo Tulancingo,0,https://www.lamudi.com.mx//detalle/41032-73-2bd215798759-6b9b-c4a4aff1-b239-3fed
97,E2,615000,VENTA DE CASA EN HIDALGO COL LA MORENA SECC NORTE B,168,280,3660.714285714286,2196.428571428572,2,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-a2a2fafa2fd1-d807-af898082-aad9-4f0f
98,E2,610000,"CASA ECONÓMICA EN TULANCINGO HIDALGO, NAPATECO",105,64,5809.523809523809,9531.25,3,Casa,Venta,0,2,1,0,1.0,No,Unidad Habitacional Napateco,0,https://www.lamudi.com.mx//detalle/41032-73-1355894512b3-3724-3af4b310-ab6e-4973
99,E2,600000,VENTA DE CASA ECONOMICA EN RINCONES DE LA HACIENDA 2 RECAMARAS,90,90,6666.666666666667,6666.666666666667,1,Casa,Venta,1,2,1,0,1.0,No,Fracc Rincones de la Hacienda 2,0,https://www.lamudi.com.mx//detalle/41032-73-d1d150531641-ef11-f4d193e9-abd5-1f92
100,E2,600000,VENTA DE CASA ECONOMICA  EN TULANCINGO,90,45,6666.666666666667,13333.333333333334,12,Casa En Fraccionamiento,Venta,1,2,1,0,1.0,No,Huapalcalco,0,https://www.lamudi.com.mx//detalle/41032-73-21abe171c97e-2093-c92cbaa9-bc94-3fd6
101,E2,600000,VENTA DE DEPARTAMENTO EN FRACCIONAMIENTO CHAVARRIA MINERAL DE LA REFORMA HIDALGO,55,55,10909.09090909091,10909.09090909091,1,Departamento,Venta,0,2,1,0,1.0,No,Paseos de Chavarría,0,https://www.lamudi.com.mx//detalle/41032-73-bcdf8c07fa61-ca10-f77861f6-8c3f-44f2
102,E2,600000,"Casa en Rinconada la Morena, Tulancingo.",168,225,3571.428571428572,2666.6666666666665,2,Casa,Venta,1,3,2,0,2.0,No,Rinconada La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-d3f0d839cbb4-6a95-daf40633-8d10-44d0
103,E2,600000,CASA EN VENTA GUADALUPE TULANCINGO HIDALGO MJH,240,185,2500.0,3243.243243243244,5,Casa,Venta,1,3,2,0,2.0,No,Rancho Guadalupe,0,https://www.lamudi.com.mx//detalle/41032-73-69c22f98a785-dd34-c7678403-9029-45a0
104,E2,600000,"CASA EN VENTA - COL. LA MORENA, TULANCINGO",180,210,3333.333333333333,2857.1428571428573,6,Casa,Venta,0,3,2,0,2.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-ec594c4bb147-7627-6e552390-86f7-4e50
105,E2,590000,VENTA DE CASA ECONOMICA AMPLIA EN TULANCINGO 2 RECAMARAS,90,50,6555.555555555556,11800.0,8,Casa,Venta,1,2,1,0,1.0,No,Napateco,0,https://www.lamudi.com.mx//detalle/41032-73-5bf156c15edf-3d02-80444c89-8277-1237
106,E2,590000,"ENCONTRASTE TU CASA IDEAL EN TULANCINGO, HIDALGO",266,398,2218.0451127819547,1482.4120603015076,1,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-2113a4bc2ba2-70c7-e2060305-8d7f-4ee4
107,E2,589658,CASA EN NAPATECO TULANCINGO DE BRAVO HIDALGO RECUPERACIÓN HIPOTECARIA,90,60,6551.755555555556,9827.633333333331,1,Casa,Venta,1,2,1,0,1.0,No,Unidad Habitacional Napateco,0,https://www.lamudi.com.mx//detalle/41032-73-2b3a900c01cd-e0f1-939a8188-bf77-451f
108,E2,580000,"Casa en venta en Rinconada La Morena, Tulancingo Hidalgo. VPV",160,280,3625.0,2071.428571428572,2,Casa,Venta,0,4,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-823dbe357fb8-2f45-5ab98864-b5b7-4a16
109,E2,580000,"Propiedad en venta en Vicente Guerrero,Hidalgo",110,110,5272.727272727273,5272.727272727273,1,Casa,Venta,1,3,1,0,1.0,No,Vicente Guerrero 1ra Sección,0,https://www.lamudi.com.mx//detalle/41032-73-d399a434de05-8122-30e5a070-8076-4fa1
110,E2,580000,PRECIOSA CASA EN TULANCINGO HIDALGO OAHM,150,280,3866.6666666666665,2071.428571428572,5,Casa,Venta,1,4,1,0,1.0,No,Rinconada La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-31c0d0c8c869-3288-13762b7d-982b-4ede
111,E2,578000,"BONITA CASA EN VENTA EN LA MORENA, TULANCINGO",178,178,3247.191011235955,3247.191011235955,3,Casa,Venta,1,3,2,0,2.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-fbb2e5ddca9e-6caa-3dbace8f-9f6e-46b4
112,E2,578000,SE VENDE CASA EN TULANCINGO DE BRAVO,230,178,2513.043478260869,3247.191011235955,1,Casa,Venta,1,3,2,0,2.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-68c6c2f82941-192d-99fcc3dc-bcc4-482c
113,E2,570000,"HERMOSA Y AMPLIA CASA EN JARDINES DEL SUR TULANCINGO HIDALGO, SUPER PRECIO!!!",225,360,2533.333333333333,1583.3333333333333,2,Casa,Venta,1,4,3,0,3.0,No,Jardines del Sur,0,https://www.lamudi.com.mx//detalle/41032-73-9a87f2e30aa8-b101-a994006c-990c-4cc8
114,E2,560000,"VENTA DE CASA EN LA MORENA SECC. NORTE, TULANCINGO, HGO.",120,180,4666.666666666667,3111.111111111112,2,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-97b436767fac-98aa-784cc262-919d-5012
115,E2,560000,CASA EN VENTA/PACHUCA,160,300,3500.0,1866.6666666666667,5,Casa,Venta,0,3,2,0,2.0,No,Rinconada La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-5d4420a4886c-7fbf-30efffe5-9871-4862
116,E2,560000,"EXCELENTE CASA EN VENTA DE LAS FUENTES, LA MORENA TULANCINGO HIDALGO",120,180,4666.666666666667,3111.111111111112,2,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-f4ce5f5b66e1-be0e-651e4e35-a374-4e5a
117,E2,560000,ES HORA DE REALIZAR TU SUEÑO Y ADQUIRIR ESTA HERMOSA CASA EN TULANCINGO HIDALGO,114,206,4912.2807017543855,2718.446601941748,3,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-f86cc0bfb87a-5642-7b90e0af-9609-458d
118,E2,550000,"CASA EN VENTA VICENTE GUERRERO, TULANCINGO HIDALGO MJH",125,205,4400.0,2682.9268292682927,5,Casa,Venta,1,3,2,0,2.0,No,Vicente Guerrero 1ra Sección,0,https://www.lamudi.com.mx//detalle/41032-73-f2a6b856db06-fa8c-631f5c75-a8f9-4af2
119,E2,549000,KM CASA EN VENTA GUADALUPE TULANCINGO HIDALGO,105,100,5228.571428571428,5490.0,2,Casa,Venta,1,2,1,0,1.0,No,Rancho Guadalupe,0,https://www.lamudi.com.mx//detalle/41032-73-68a8b71f53a5-1476-4b5d6cab-919c-4d63
120,E2,525000,"CASAS SOLAS ECONOMICAS 2 RECAMARAS MAS ALCOBA, PARA INFONAVIT E ISSFAM",90,52,5833.333333333333,10096.153846153846,12,Casa,Venta,1,3,1,0,1.0,No,Huapalcalco,0,https://www.lamudi.com.mx//detalle/41032-73-d179f04ccd-a475-35c9e50f-a5a7-32a2
121,E2,525000,Casas Solas 2 RECAMARAS MAS ALCOBA Infonavit E Issfam 90 M2 De Terreno,90,90,5833.333333333333,5833.333333333333,12,Casa,Venta,1,3,1,0,1.0,No,Fracc Jardines del Paraíso,0,https://www.lamudi.com.mx//detalle/41032-73-eaa93dd772fd-d395-61a87f1f-9342-38ac
122,E2,520000,"DEPARTAMENTO EN VENTA, HACIENDA MARGARITA",46,46,11304.347826086956,11304.347826086956,6,Departamento,Venta,0,2,1,0,1.0,No,Hacienda Margarita,0,https://www.lamudi.com.mx//detalle/41032-73-6f660c8e0438-63f1-f2167e89-8dbf-1237
123,E2,520000,CASA EN VENTA TULANCINGO HIDALGO,120,240,4333.333333333333,2166.6666666666665,11,Casa,Venta,1,4,2,0,2.0,No,Lomas de Progreso,0,https://www.lamudi.com.mx//detalle/41032-73-164b00fed1ad-5af1-9809fced-b47e-3231
124,E2,500000,"¡¡¡BONITA CASA EN TULANCINGO, HIDALGO!!! .SOC.",165,225,3030.3030303030305,2222.222222222222,4,Casa,Venta,1,4,1,0,1.0,No,Unidad Habitacional La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-d3c83135766a-5b1a-91985170-a46d-4208
125,E1,455000,VENTA DE CASA EN TULANCINGO,100,180,4550.0,2527.777777777778,1,Casa,Venta,1,3,2,0,2.0,No,Jardines del Sur,0,https://www.lamudi.com.mx//detalle/41032-73-ec6dc6be7b68-6fec-ab37b14c-8eb4-4fdb
126,E1,455000,VENTA DE CASA EN TULANCINGO HIDALGO,115,200,3956.521739130435,2275.0,1,Casa,Venta,1,4,1,0,1.0,No,Jardines del Sur,0,https://www.lamudi.com.mx//detalle/41032-73-f01bb06c8253-8033-fab37d7d-a8c0-4a56
127,E1,430000,"PRECIOSA Y GRANDE CASA EN VENTA EN SAUSE 201, RINCONADA LA MORENA, TULANCINGO, HIDALGO",150,280,2866.6666666666665,1535.7142857142858,2,Casa,Venta,1,4,1,0,1.0,No,Rinconada La Morena,0,https://www.lamudi.com.mx//detalle/41032-73-9e685b4056d8-9461-15fe34a2-8a82-4aec
128,E1,420000,VENTA DE CASA EN HIDALGO,48,48,8750.0,8750.0,1,Departamento,Venta,1,2,1,0,1.0,No,Paseos de Chavarría,0,https://www.lamudi.com.mx//detalle/41032-73-4b90462950f6-7ea2-36141a5b-81af-4f68
129,E1,420000,DEPARTAMENTOEN VENTA EN COLONIAPASEOS DE CHAVARRÍA,41,41,10243.90243902439,10243.90243902439,1,Departamento,Venta,0,2,1,0,1.0,No,Paseos de Chavarría,0,https://www.lamudi.com.mx//detalle/41032-73-f13a66d7bfb2-ecac-ac25235c-87a1-327c
130,E1,380000,REMATE DE CASA,90,55,4222.222222222223,6909.090909090909,2,Casa,Venta,1,2,1,0,1.0,No,Campo Alegre,0,https://www.lamudi.com.mx//detalle/41032-73-f8c36a811f63-a384-bae522c3-aa85-4fec
131,E1,371800,CASA EN JALTEPEC FDC 289,110,110,3380.0,3380.0,7,Casa,Venta,0,3,1,0,1.0,No,Jaltepec,0,https://www.lamudi.com.mx//detalle/41032-73-1e3bf7eba878-e3aa-ea6e0254-8f3a-4167
132,E1,346040,HIDALGO VENTA DEPARTAMENTO PACHUCA CENTRO,87,87,3977.471264367816,3977.471264367816,1,Departamento,Venta,0,2,1,0,1.0,No,Pachuca de Soto Centro,0,https://www.lamudi.com.mx//detalle/41032-73-da318f46fbec-83d9-624afaf4-bfdd-3a91
