año,mes,cve_ent,entidad,cve_mun,municipio,organismo,modalidad,destino,tipo,sexo,edad_rango,ingresos_rango,vivienda_valor,acciones,monto,id
2021,1,21.0,Puebla,0.0,No distribuido,4,2,1.0,1,0.0,0.0,0.0,0.0,0.0,10269350.0,1
2021,1,21.0,Puebla,1.0,Acajete,1,2,1.0,2,2.0,1.0,4.0,0.0,1.0,0.0,2
2021,1,21.0,Puebla,1.0,Acajete,2,2,1.0,2,2.0,1.0,3.0,1.0,1.0,45097.0,3
2021,1,21.0,Puebla,1.0,Acajete,4,2,1.0,1,2.0,1.0,0.0,0.0,2.0,0.0,4
2021,1,21.0,Puebla,1.0,Acajete,4,2,1.0,1,2.0,2.0,0.0,0.0,1.0,0.0,5
2021,1,21.0,Puebla,4.0,Acatzingo,4,2,1.0,1,1.0,1.0,0.0,0.0,4.0,0.0,6
2021,1,21.0,Puebla,4.0,Acatzingo,4,2,1.0,1,1.0,2.0,0.0,0.0,6.0,0.0,7
2021,1,21.0,Puebla,4.0,Acatzingo,4,2,1.0,1,1.0,3.0,0.0,0.0,1.0,0.0,8
2021,1,21.0,Puebla,4.0,Acatzingo,4,2,1.0,1,2.0,1.0,0.0,0.0,4.0,0.0,9
2021,1,21.0,Puebla,4.0,Acatzingo,4,2,1.0,1,2.0,2.0,0.0,0.0,2.0,0.0,10
2021,1,21.0,Puebla,12.0,Aljojuca,4,2,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0,11
2021,1,21.0,Puebla,12.0,Aljojuca,4,2,1.0,1,1.0,2.0,0.0,0.0,1.0,0.0,12
2021,1,21.0,Puebla,12.0,Aljojuca,4,2,1.0,1,2.0,2.0,0.0,0.0,1.0,0.0,13
2021,1,21.0,Puebla,13.0,Altepexi,1,2,1.0,2,1.0,2.0,1.0,0.0,1.0,0.0,14
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,2,1.0,0.0,2.0,5.0,1.0,0.0,15
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,2,1.0,2.0,5.0,3.0,1.0,277676.77,16
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,2,1.0,2.0,6.0,5.0,1.0,543261.61,17
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,2,2.0,0.0,2.0,3.0,1.0,0.0,18
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,1,1.0,1.0,2.0,2.0,2.0,985055.17,19
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,1,1.0,1.0,2.0,3.0,1.0,177939.1,20
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,1,1.0,1.0,4.0,3.0,1.0,466243.79,21
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,1,1.0,2.0,1.0,2.0,1.0,476657.98,22
2021,1,21.0,Puebla,15.0,Amozoc,1,1,2.0,1,1.0,2.0,2.0,2.0,1.0,485536.58,23
